UserID,Course,JoinDate,StudyHours,Score,Tags,Device
1000,Python,2023-01-01,28.420077083853247,70,"Fun,Quick",Mobile
1001,AI,2023-01-02,36.898785758154986,92,"Easy,Fun",PC
1002,Python,2023-01-03,33.896500528981505,78,"Fun,Quick",PC
1003,Python,2023-01-04,53.2973082268688,87,"Hard,Theory",PC
1004,WebDev,2023-01-05,55.19194895534905,97,"Easy,Fun",PC
1005,Python,2023-01-06,66.240054703812,75,"Fun,Quick",Mobile
1006,AI,2023-01-07,65.44498660637973,52,"Easy,Fun",PC
1007,WebDev,2023-01-08,58.78492089965264,91,"Hard,Theory",PC
1008,DataScience,2023-01-09,54.49599359002206,46,"Easy,Fun",PC
1009,WebDev,2023-01-10,,53,"Hard,Theory",PC
1010,DataScience,2023-01-11,69.45764334110513,50,"Hard,Theory",Mobile
1011,Python,2023-01-12,30.428597480665122,54,"Fun,Quick",Mobile
1012,WebDev,2023-01-13,41.47008302368802,95,"Hard,Deep",Mobile
1013,AI,2023-01-14,28.68117904041338,54,"Hard,Theory",PC
1014,AI,2023-01-15,96.04893450058549,59,"Fun,Quick",PC
1015,Python,2023-01-16,56.34689255125871,71,"Hard,Theory",Mobile
1016,DataScience,2023-01-17,41.752617380594096,67,"Hard,Theory",Mobile
1017,Python,2023-01-18,,64,"Hard,Theory",PC
1018,DataScience,2023-01-19,32.11596836530419,88,"Easy,Fun",Mobile
1019,AI,2023-01-20,43.0393240198248,62,"Easy,Fun",Mobile
1020,WebDev,2023-01-21,71.21944851393714,59,"Hard,Theory",PC
1021,WebDev,2023-01-22,72.71225453650807,97,"Hard,Theory",PC
1022,AI,2023-01-23,69.06790856241999,88,"Fun,Quick",PC
1023,AI,2023-01-24,47.78752109047653,57,"Hard,Theory",Mobile
1024,WebDev,2023-01-25,35.01492110350893,75,"Hard,Theory",PC
1025,WebDev,2023-01-26,76.83006771125775,68,"Hard,Deep",PC
1026,WebDev,2023-01-27,59.85296875824409,44,"Hard,Deep",PC
1027,Python,2023-01-28,49.917518802962604,40,"Fun,Quick",Mobile
1028,WebDev,2023-01-29,45.06761585041767,75,"Easy,Fun",Mobile
1029,WebDev,2023-01-30,63.641052546595894,93,"Hard,Theory",Mobile
1030,AI,2023-01-31,38.025294847743126,51,"Easy,Fun",PC
1031,AI,2023-02-01,39.44009362432955,85,"Hard,Deep",PC
1032,WebDev,2023-02-02,44.19010439673611,57,"Hard,Theory",PC
1033,DataScience,2023-02-03,72.71673160787589,43,"Hard,Deep",Mobile
1034,AI,2023-02-04,50.6142789949588,93,"Hard,Theory",Mobile
1035,AI,2023-02-05,61.399745381801566,74,"Fun,Quick",PC
1036,Python,2023-02-06,75.03862090710739,94,"Easy,Fun",PC
1037,AI,2023-02-07,41.79963048262995,48,"Fun,Quick",Mobile
1038,WebDev,2023-02-08,36.47527633174917,58,"Easy,Fun",PC
1039,DataScience,2023-02-09,26.27615116030047,60,"Hard,Theory",PC
1040,AI,2023-02-10,27.63280502909265,50,"Hard,Theory",PC
1041,WebDev,2023-02-11,65.35073102561128,87,"Hard,Theory",PC
1042,AI,2023-02-12,57.24283210656387,54,"Hard,Deep",Mobile
1043,WebDev,2023-02-13,74.19224943325011,95,"Easy,Fun",Mobile
1044,DataScience,2023-02-14,40.96297193132487,41,"Hard,Deep",Mobile
1045,DataScience,2023-02-15,26.996086008245218,59,"Easy,Fun",PC
1046,DataScience,2023-02-16,34.91526720312892,69,"Hard,Deep",Mobile
1047,WebDev,2023-02-17,62.66824547346465,78,"Easy,Fun",Mobile
1048,AI,2023-02-18,39.68693573507281,59,"Hard,Theory",PC
1049,Python,2023-02-19,38.109869428129066,68,"Hard,Deep",Mobile
1050,DataScience,2023-02-20,33.6114625195878,74,"Hard,Deep",Mobile
1051,AI,2023-02-21,55.28324587007177,76,"Fun,Quick",PC
1052,AI,2023-02-22,61.8456153781404,43,"Easy,Fun",PC
1053,AI,2023-02-23,,64,"Hard,Deep",PC
1054,Python,2023-02-24,29.938876657051708,48,"Easy,Fun",PC
1055,AI,2023-02-25,33.19003943827356,82,"Fun,Quick",PC
1056,Python,2023-02-26,68.6803847048169,89,"Fun,Quick",Mobile
1057,AI,2023-02-27,54.58551421317089,91,"Fun,Quick",Mobile
1058,DataScience,2023-02-28,43.62688624607068,40,"Hard,Deep",PC
1059,AI,2023-03-01,30.645345647805826,63,"Easy,Fun",Mobile
1060,AI,2023-03-02,52.54577622252122,43,"Fun,Quick",PC
1061,WebDev,2023-03-03,74.64970294797702,95,"Hard,Theory",PC
1062,Python,2023-03-04,38.50545144343941,91,"Fun,Quick",PC
1063,Python,2023-03-05,44.717593723972925,80,"Hard,Theory",PC
1064,DataScience,2023-03-06,50.072570502964744,61,"Hard,Theory",Mobile
1065,AI,2023-03-07,30.77614370420398,73,"Hard,Theory",PC
1066,DataScience,2023-03-08,,76,"Hard,Deep",PC
1067,Python,2023-03-09,66.97962898502479,50,"Easy,Fun",PC
1068,WebDev,2023-03-10,15.07050486731034,52,"Easy,Fun",Mobile
1069,Python,2023-03-11,57.39567811451286,75,"Fun,Quick",Mobile
1070,WebDev,2023-03-12,15.208281528652535,61,"Easy,Fun",PC
1071,DataScience,2023-03-13,53.81713609162922,48,"Hard,Deep",PC
1072,WebDev,2023-03-14,67.79948945493025,73,"Easy,Fun",Mobile
1073,AI,2023-03-15,56.701647090927025,64,"Easy,Fun",PC
1074,AI,2023-03-16,45.60834273951183,87,"Fun,Quick",Mobile
1075,WebDev,2023-03-17,70.25720647477422,95,"Hard,Deep",PC
1076,WebDev,2023-03-18,46.662038731257155,69,"Hard,Deep",PC
1077,Python,2023-03-19,30.17605355389333,88,"Easy,Fun",PC
1078,WebDev,2023-03-20,50.19231026990539,77,"Fun,Quick",Mobile
1079,AI,2023-03-21,39.278336462737336,88,"Hard,Theory",PC
1080,WebDev,2023-03-22,43.53790826875776,84,"Easy,Fun",Mobile
1081,WebDev,2023-03-23,103.64201116152597,79,"Easy,Fun",Mobile
1082,Python,2023-03-24,48.802975186937914,98,"Hard,Theory",Mobile
1083,DataScience,2023-03-25,23.599107967024327,55,"Hard,Deep",PC
1084,DataScience,2023-03-26,53.1974411109608,67,"Easy,Fun",Mobile
1085,AI,2023-03-27,32.42543206504786,49,"Easy,Fun",Mobile
1086,AI,2023-03-28,81.15456978980475,72,"Fun,Quick",PC
1087,Python,2023-03-29,23.9701568676169,46,"Fun,Quick",Mobile
1088,Python,2023-03-30,56.26780984027965,92,"Easy,Fun",PC
1089,Python,2023-03-31,59.77030559978325,80,"Easy,Fun",Mobile
1090,DataScience,2023-04-01,58.143709495992375,72,"Hard,Theory",PC
1091,WebDev,2023-04-02,50.87910578455518,98,"Fun,Quick",Mobile
1092,DataScience,2023-04-03,,46,"Hard,Deep",PC
1093,Python,2023-04-04,52.684112187457195,57,"Hard,Deep",PC
1094,DataScience,2023-04-05,51.80150785755636,59,"Hard,Theory",Mobile
1095,DataScience,2023-04-06,75.96740926277674,64,"Hard,Theory",Mobile
1096,DataScience,2023-04-07,70.12043751036038,50,"Hard,Theory",Mobile
1097,DataScience,2023-04-08,56.59822583118443,50,"Hard,Deep",Mobile
1098,Python,2023-04-09,67.1489180282284,44,"Fun,Quick",Mobile
1099,Python,2023-04-10,25.669540781385436,81,"Hard,Theory",PC
1100,DataScience,2023-04-11,42.75214669298222,91,"Hard,Theory",Mobile
1101,WebDev,2023-04-12,71.59231179148031,70,"Hard,Theory",Mobile
1102,AI,2023-04-13,72.22106733979965,49,"Easy,Fun",PC
1103,WebDev,2023-04-14,64.44716046916267,79,"Easy,Fun",Mobile
1104,AI,2023-04-15,42.27200541227924,93,"Fun,Quick",Mobile
1105,WebDev,2023-04-16,,91,"Hard,Theory",Mobile
1106,Python,2023-04-17,42.00909568894707,82,"Hard,Deep",Mobile
1107,AI,2023-04-18,17.85897565217232,85,"Hard,Deep",Mobile
1108,AI,2023-04-19,,43,"Easy,Fun",PC
1109,WebDev,2023-04-20,53.11198097087512,90,"Hard,Theory",Mobile
1110,DataScience,2023-04-21,53.89080072239179,57,"Hard,Deep",PC
1111,AI,2023-04-22,45.04397621103174,91,"Hard,Theory",Mobile
1112,AI,2023-04-23,43.24362475542639,82,"Hard,Theory",PC
1113,WebDev,2023-04-24,,67,"Hard,Deep",PC
1114,Python,2023-04-25,,70,"Hard,Deep",Mobile
1115,DataScience,2023-04-26,40.142732560504356,62,"Easy,Fun",Mobile
1116,Python,2023-04-27,31.331718704644814,59,"Hard,Theory",PC
1117,DataScience,2023-04-28,63.00740270625772,66,"Hard,Theory",Mobile
1118,DataScience,2023-04-29,71.5550242826093,80,"Fun,Quick",PC
1119,Python,2023-04-30,,70,"Fun,Quick",PC
1120,AI,2023-05-01,50.37492998038945,54,"Easy,Fun",Mobile
1121,WebDev,2023-05-02,29.180320566596297,41,"Fun,Quick",PC
1122,WebDev,2023-05-03,42.216468071769356,84,"Hard,Deep",PC
1123,WebDev,2023-05-04,48.95500490874002,50,"Hard,Theory",Mobile
1124,AI,2023-05-05,44.38902229271808,43,"Hard,Theory",Mobile
1125,WebDev,2023-05-06,,54,"Hard,Theory",Mobile
1126,WebDev,2023-05-07,42.21850202649519,44,"Hard,Deep",Mobile
1127,Python,2023-05-08,55.33160279322553,51,"Easy,Fun",Mobile
1128,AI,2023-05-09,60.21473161110707,51,"Easy,Fun",PC
1129,WebDev,2023-05-10,40.75812654988147,67,"Hard,Theory",PC
1130,WebDev,2023-05-11,,73,"Easy,Fun",Mobile
1131,Python,2023-05-12,64.44907027626613,43,"Hard,Deep",PC
1132,AI,2023-05-13,59.672222320554816,91,"Hard,Theory",PC
1133,DataScience,2023-05-14,60.904367105368244,91,"Fun,Quick",PC
1134,Python,2023-05-15,34.87991187583625,44,"Easy,Fun",Mobile
1135,AI,2023-05-16,57.55265790469011,84,"Hard,Theory",PC
1136,WebDev,2023-05-17,47.654798063072306,47,"Fun,Quick",PC
1137,DataScience,2023-05-18,45.81199851761348,78,"Fun,Quick",PC
1138,WebDev,2023-05-19,57.199772049062325,56,"Fun,Quick",Mobile
1139,DataScience,2023-05-20,49.59689454920369,92,"Hard,Deep",Mobile
1140,Python,2023-05-21,73.30462931178864,52,"Fun,Quick",PC
1141,Python,2023-05-22,74.74714516304704,55,"Fun,Quick",Mobile
1142,AI,2023-05-23,72.39390232804836,58,"Easy,Fun",PC
1143,WebDev,2023-05-24,44.21023751415427,95,"Hard,Theory",PC
1144,WebDev,2023-05-25,69.85314112266867,77,"Hard,Theory",Mobile
1145,DataScience,2023-05-26,51.25813252757773,50,"Easy,Fun",PC
1146,Python,2023-05-27,62.08504942890639,87,"Hard,Theory",Mobile
1147,Python,2023-05-28,44.59910188517382,63,"Easy,Fun",Mobile
1148,AI,2023-05-29,76.95901661284037,90,"Fun,Quick",PC
1149,AI,2023-05-30,65.13436057599979,73,"Easy,Fun",PC
1150,AI,2023-05-31,42.45147359199743,98,"Fun,Quick",Mobile
1151,Python,2023-06-01,68.86079708050957,47,"Hard,Deep",Mobile
1152,WebDev,2023-06-02,43.11356713744899,83,"Hard,Deep",Mobile
1153,AI,2023-06-03,43.17750981846097,84,"Easy,Fun",PC
1154,DataScience,2023-06-04,62.07108909611185,55,"Hard,Theory",Mobile
1155,AI,2023-06-05,34.40504019515965,79,"Hard,Deep",PC
1156,WebDev,2023-06-06,40.40043323340154,42,"Fun,Quick",PC
1157,Python,2023-06-07,50.527724853171506,74,"Easy,Fun",PC
1158,WebDev,2023-06-08,49.6416617910621,81,"Hard,Theory",PC
1159,WebDev,2023-06-09,77.10986785177701,86,"Hard,Theory",PC
1160,Python,2023-06-10,49.744444685646386,84,"Easy,Fun",Mobile
1161,DataScience,2023-06-11,67.51833427810338,52,"Easy,Fun",PC
1162,Python,2023-06-12,,89,"Hard,Deep",Mobile
1163,Python,2023-06-13,45.881458188334676,56,"Fun,Quick",PC
1164,WebDev,2023-06-14,68.48904218881586,69,"Hard,Deep",Mobile
1165,AI,2023-06-15,28.28449578476462,82,"Easy,Fun",Mobile
1166,WebDev,2023-06-16,57.812196961048386,52,"Hard,Theory",PC
1167,WebDev,2023-06-17,38.898321680729765,53,"Fun,Quick",PC
1168,AI,2023-06-18,30.027477433126204,83,"Hard,Theory",PC
1169,DataScience,2023-06-19,28.162039034851663,97,"Fun,Quick",PC
1170,WebDev,2023-06-20,53.00818433792212,56,"Easy,Fun",Mobile
1171,WebDev,2023-06-21,24.837589037202726,81,"Fun,Quick",PC
1172,AI,2023-06-22,,50,"Fun,Quick",Mobile
1173,DataScience,2023-06-23,71.55948676165025,61,"Hard,Deep",Mobile
1174,WebDev,2023-06-24,64.76219832002863,47,"Hard,Theory",Mobile
1175,Python,2023-06-25,54.03280770938212,56,"Hard,Theory",Mobile
1176,Python,2023-06-26,47.016462505089464,67,"Fun,Quick",PC
1177,WebDev,2023-06-27,49.19165959602863,58,"Easy,Fun",PC
1178,DataScience,2023-06-28,64.42485260244467,57,"Hard,Deep",PC
1179,WebDev,2023-06-29,36.79225147768764,48,"Easy,Fun",PC
1180,Python,2023-06-30,81.7612735520209,46,"Hard,Theory",Mobile
1181,WebDev,2023-07-01,56.44889217979474,73,"Fun,Quick",Mobile
1182,WebDev,2023-07-02,43.04213744957849,95,"Fun,Quick",PC
1183,Python,2023-07-03,35.783130351810655,70,"Hard,Theory",PC
1184,Python,2023-07-04,63.93056910062428,50,"Easy,Fun",PC
1185,AI,2023-07-05,51.85971398432366,74,"Fun,Quick",Mobile
1186,DataScience,2023-07-06,43.01273098900402,45,"Hard,Theory",Mobile
1187,Python,2023-07-07,,66,"Easy,Fun",Mobile
1188,AI,2023-07-08,74.92365793981851,65,"Hard,Deep",PC
1189,Python,2023-07-09,69.27060776525035,92,"Easy,Fun",PC
1190,Python,2023-07-10,55.931849996612875,66,"Easy,Fun",PC
1191,AI,2023-07-11,31.559917994417226,43,"Fun,Quick",Mobile
1192,WebDev,2023-07-12,58.37377896727712,86,"Fun,Quick",Mobile
1193,WebDev,2023-07-13,60.64351750406614,48,"Easy,Fun",Mobile
1194,AI,2023-07-14,43.81857725802454,98,"Hard,Theory",PC
1195,AI,2023-07-15,58.80911844048662,82,"Easy,Fun",Mobile
1196,Python,2023-07-16,56.20446175458406,89,"Easy,Fun",Mobile
1197,DataScience,2023-07-17,62.63531302172719,93,"Hard,Deep",PC
1198,WebDev,2023-07-18,61.55468952628968,52,"Easy,Fun",Mobile
1199,DataScience,2023-07-19,26.38998141235855,51,"Hard,Deep",PC
1200,AI,2023-07-20,39.99352314171041,57,"Easy,Fun",PC
1201,Python,2023-07-21,31.983637331702987,92,"Hard,Deep",Mobile
1202,DataScience,2023-07-22,62.4443812089625,82,"Hard,Deep",PC
1203,AI,2023-07-23,33.42283720065677,75,"Hard,Deep",PC
1204,AI,2023-07-24,37.550005489731234,73,"Hard,Deep",Mobile
1205,WebDev,2023-07-25,46.516538837913195,91,"Hard,Deep",PC
